realization_spec_file_name,orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_based_Robo,subtype,phase,feh,err_feh,teff,logg,alpha
575020m10_noise_ver_000.smo,575020m10.smo,3.123037,1.050006,2.389473,0.541407,2.6996330000000004,0.575293,9.978587,1.074652,13.897841,2.534564,2.2256184281179965,0.7012619457570639,,,-1.0,0.15,5750,2.0,0.4
575020m15_noise_ver_000.smo,575020m15.smo,2.679671,0.803553,2.380326,0.39431,2.666766,0.5600930000000001,6.902753,1.333874,8.22373,1.78997,2.1928281777497425,0.6847660787328607,,,-1.5,0.15,5750,2.0,0.4
575020m20_noise_ver_000.smo,575020m20.smo,2.39017,0.648876,2.3897060000000003,0.320099,2.567491,0.580597,5.373246,1.428288,4.895396,1.025104,2.0937850005413465,0.7153267486632372,,,-2.0,0.15,5750,2.0,0.4
575020m25_noise_ver_000.smo,575020m25.smo,2.280091,0.5349119999999999,2.41172,0.252314,2.475235,0.5980989999999999,4.098802,0.897734,2.988795,0.498634,2.001744432860281,0.7427468903324473,,,-2.5,0.15,5750,2.0,0.4
575025m10_noise_ver_000.smo,575025m10.smo,2.885848,0.8818809999999999,2.268235,0.505883,2.497188,0.46722,9.23295,1.026715,12.570986,2.558597,2.023646169140874,0.5814619614648321,,,-1.0,0.15,5750,2.5,0.4
575025m15_noise_ver_000.smo,575025m15.smo,2.473771,0.7542260000000001,2.2385040000000003,0.362202,2.459468,0.466751,6.618686,1.4721879999999998,7.660275,1.6517400000000002,1.9860142512934733,0.5829421931716476,,,-1.5,0.15,5750,2.5,0.4
575025m20_noise_ver_000.smo,575025m20.smo,2.2236580000000004,0.563109,2.236919,0.274177,2.390119,0.5079859999999999,5.089472,1.290802,4.613874,0.937179,1.91682719215245,0.6377168744731998,,,-2.0,0.15,5750,2.5,0.4
575025m25_noise_ver_000.smo,575025m25.smo,2.122932,0.434424,2.214398,0.22587,2.298707,0.537327,3.796779,0.762353,2.834411,0.485597,1.8256286535981925,0.6804772010493129,,,-2.5,0.15,5750,2.5,0.4
575030m05_noise_ver_000.smo,575030m05.smo,3.282185,1.209329,2.16323,0.607302,2.400933,0.6102920000000001,10.275255,0.8875649999999999,15.419298,2.4675580000000004,1.927615939755892,0.7631878357041321,,,-0.5,0.15,5750,3.0,0.4
575030m10_noise_ver_000.smo,575030m10.smo,2.618298,0.8034060000000001,2.123016,0.503817,2.297737,0.433903,8.834192999999997,1.005503,12.14834,2.516735,1.8246609187012688,0.5519105476676482,,,-1.0,0.15,5750,3.0,0.4
575030m15_noise_ver_000.smo,575030m15.smo,2.243344,0.612042,2.066377,0.342521,2.236263,0.396868,6.280224,1.294307,7.43992,1.552374,1.7633304701924906,0.5095714723610439,,,-1.5,0.15,5750,3.0,0.4
575030m20_noise_ver_000.smo,575030m20.smo,2.078755,0.485497,2.041929,0.197334,2.164815,0.414118,4.917159,1.191718,4.591956,0.90078,1.6920493125477107,0.5357532877640395,,,-2.0,0.15,5750,3.0,0.4
575030m25_noise_ver_000.smo,575030m25.smo,1.976712,0.369006,2.013707,0.187214,2.101746,0.451566,3.635135,0.652678,2.851644,0.482003,1.6291275886156398,0.5878188971192875,,,-2.5,0.15,5750,3.0,0.4
575030p00_noise_ver_000.smo,575030p00.smo,4.380281,1.717945,2.311012,0.757312,2.5249490000000003,0.8356020000000001,11.457742,1.134093,16.136159,2.091151,2.0513423428249067,1.0296299182187805,,,0.0,0.15,5750,3.0,0.4
600020m05_noise_ver_000.smo,600020m05.smo,4.579993,1.448551,3.093035,0.669059,3.596227,0.901511,11.284059,1.102741,17.564819,2.885048,3.1201187396363523,1.0399613321759853,,,-0.5,0.15,6000,2.0,0.4
600020m10_noise_ver_000.smo,600020m10.smo,4.0409120000000005,1.155246,3.165808,0.66378,3.542011,0.902114,9.16391,1.328973,11.521645,2.426438,3.0660293425521883,1.0430296154070688,,,-1.0,0.15,6000,2.0,0.4
600020m15_noise_ver_000.smo,600020m15.smo,3.607601,0.925458,3.182564,0.624152,3.497781,1.124295,6.728535000000001,1.485753,6.727227,1.323345,3.0219026265821314,1.3009515328784027,,,-1.5,0.15,6000,2.0,0.4
600020m20_noise_ver_000.smo,600020m20.smo,3.291227,0.881951,3.25343,0.499756,3.688606,0.8881610000000001,5.094596,1.235367,4.089569,0.769311,3.212282020093008,1.0208558131089596,,,-2.0,0.15,6000,2.0,0.4
600020m25_noise_ver_000.smo,600020m25.smo,3.119615,0.803755,3.273575,0.548512,3.421955,0.7838189999999999,4.307035,0.809203,2.450427,0.361341,2.9462536922582454,0.9120266927924234,,,-2.5,0.15,6000,2.0,0.4
600025m05_noise_ver_000.smo,600025m05.smo,4.312004,1.385299,2.996049,0.635865,3.373085,0.8147340000000001,10.17113,1.102419,13.939054999999998,2.70961,2.897497811420428,0.9498759566628326,,,-0.5,0.15,6000,2.5,0.4
600025m10_noise_ver_000.smo,600025m10.smo,3.730003,1.087677,3.020805,0.639239,3.311925,0.817267,8.460981,1.344077,10.101515,2.092947,2.836480629672097,0.9556364765397672,,,-1.0,0.15,6000,2.5,0.4
600025m15_noise_ver_000.smo,600025m15.smo,3.377765,0.927568,2.9886470000000003,0.557862,3.733516,0.848987,6.2278410000000015,1.601521,6.115365,1.221308,3.257087148155753,0.9744414800652076,,,-1.5,0.15,6000,2.5,0.4
600025m20_noise_ver_000.smo,600025m20.smo,3.035087,0.818816,2.998806,0.490729,3.247495,0.771487,4.8113730000000015,1.058675,3.773436,0.688299,2.7722010838898052,0.9054626770197608,,,-2.0,0.15,6000,2.5,0.4
600025m25_noise_ver_000.smo,600025m25.smo,2.893855,0.697463,3.004474,0.548219,3.175678,0.801013,4.003191,0.6762560000000001,2.2650900000000003,0.341557,2.700551787918258,0.9434080054102028,,,-2.5,0.15,6000,2.5,0.4
600030m05_noise_ver_000.smo,600030m05.smo,4.03195,1.395067,2.881457,0.6721010000000001,3.139999,0.732554,9.499083,1.181684,12.106301,2.655031,2.6649561040137666,0.8651246713508859,,,-0.5,0.15,6000,3.0,0.4
600030m10_noise_ver_000.smo,600030m10.smo,3.426813,0.916156,2.833917,0.572717,3.078623,0.7094550000000001,7.9391729999999985,1.366585,9.601278,2.086649,2.603723426659523,0.8410239437755702,,,-1.0,0.15,6000,3.0,0.4
600030m15_noise_ver_000.smo,600030m15.smo,3.0270490000000003,0.824832,2.782718,0.508537,3.023895,0.693312,5.929163,1.408303,5.870377,1.168501,2.5491232251761566,0.8247400322875409,,,-1.5,0.15,6000,3.0,0.4
600030m20_noise_ver_000.smo,600030m20.smo,2.792544,0.706599,2.76752,0.412293,2.880753,0.6898380000000001,4.574498,0.940284,3.66393,0.701813,2.4063154843354195,0.8281542113305921,,,-2.0,0.15,6000,3.0,0.4
600030m25_noise_ver_000.smo,600030m25.smo,2.671608,0.615059,2.7749040000000003,0.470368,2.8065990000000003,0.683824,3.781953,0.650706,2.215953,0.344421,2.332334645627675,0.8252231433638496,,,-2.5,0.15,6000,3.0,0.4
600030p00_noise_ver_000.smo,600030p00.smo,4.957458,1.771659,2.969637,0.8976219999999999,3.305453,0.930839,10.96301,1.184685,14.810879000000002,2.1221970000000003,2.8300237428134443,1.0878459657822737,,,0.0,0.15,6000,3.0,0.4
625020m05_noise_ver_000.smo,625020m05.smo,5.542682,1.6845830000000002,4.000299,0.842316,4.7035800000000005,1.3282889999999998,10.473336,1.321012,13.147218,2.596307,4.2248858956297966,1.4777655768617368,,,-0.5,0.15,6250,2.0,0.4
625020m10_noise_ver_000.smo,625020m10.smo,4.910177,1.271376,4.17203,0.96155,4.978713,1.312066,8.822716,1.513118,9.581608,1.944272,4.4993764166560135,1.4509766645497988,,,-1.0,0.15,6250,2.0,0.4
625020m15_noise_ver_000.smo,625020m15.smo,4.553395,1.202933,4.171512,0.8573780000000001,4.982823000000002,1.157566,6.776117,1.645939,5.652815,1.126148,4.503476819157415,1.2806437165857898,,,-1.5,0.15,6250,2.0,0.4
625020m20_noise_ver_000.smo,625020m20.smo,4.330894,1.005352,4.225443,0.84908,4.550071,1.120688,5.579312,1.169669,3.410187,0.5416569999999999,4.071735363370077,1.2522610341453162,,,-2.0,0.15,6250,2.0,0.4
625020m25_noise_ver_000.smo,625020m25.smo,4.199330000000002,0.978868,4.279601,0.923993,4.486279,0.938441,4.881341,1.094444,2.02805,0.264986,4.008092327757102,1.0513241986091226,,,-2.5,0.15,6250,2.0,0.4
625025m05_noise_ver_000.smo,625025m05.smo,5.3474949999999986,1.6354879999999998,3.925726,0.856366,4.520818,1.323317,9.583625,1.454422,11.127474,2.380885,4.042550673741498,1.4788227289987532,,,-0.5,0.15,6250,2.5,0.4
625025m10_noise_ver_000.smo,625025m10.smo,4.678021,1.191834,4.027394,0.980346,4.847296,1.3219530000000002,8.127676,1.498908,8.550487,1.837718,4.368266296089951,1.4659673109172686,,,-1.0,0.15,6250,2.5,0.4
625025m15_noise_ver_000.smo,625025m15.smo,4.319927,1.1626729999999998,4.015212,0.8335629999999999,4.690693,1.146975,6.392233,1.5602,5.049311,1.040963,4.212028988808496,1.277147266833344,,,-1.5,0.15,6250,2.5,0.4
625025m20_noise_ver_000.smo,625025m20.smo,4.137586,1.003077,4.022076,0.8461870000000001,4.236561,1.043002,5.141506,1.169414,3.086365,0.495409,3.7589574586951406,1.1757579932541316,,,-2.0,0.15,6250,2.5,0.4
625025m25_noise_ver_000.smo,625025m25.smo,4.001765,0.95819,4.050936,0.8986879999999999,4.203647,0.8837450000000001,4.619401,1.0347110000000002,1.839265,0.232477,3.7261203180793054,0.9981812462120851,,,-2.5,0.15,6250,2.5,0.4
625025p00_noise_ver_000.smo,625025p00.smo,6.182203,1.875547,3.851018,0.858231,4.53587,1.3463040000000002,11.499796,1.307868,14.768593,2.674267,4.057567524946139,1.5038547382957486,,,0.0,0.15,6250,2.5,0.4
625030m05_noise_ver_000.smo,625030m05.smo,4.982088,1.513165,3.760996,0.820542,4.2585989999999985,1.241642,9.009798,1.498233,9.949566,2.290834,3.780943996487319,1.3977437819291805,,,-0.5,0.15,6250,3.0,0.4
625030m10_noise_ver_000.smo,625030m10.smo,4.31984,1.229466,3.800468,0.938294,4.610467,1.260025,7.576671000000001,1.560648,7.888238,1.733098,4.131990329178973,1.4051917287952604,,,-1.0,0.15,6250,3.0,0.4
625030m15_noise_ver_000.smo,625030m15.smo,4.049252,1.082608,3.766903,0.763584,3.929102,1.107762,6.0483379999999975,1.449935,4.769356,0.976312,3.4522164239802957,1.2605908882822363,,,-1.5,0.15,6250,3.0,0.4
625030m20_noise_ver_000.smo,625030m20.smo,3.856322,1.006819,3.764776,0.797409,4.036336,0.906594,4.8589970000000005,1.050817,2.93514,0.4731,3.5592000156676806,1.0291077058615372,,,-2.0,0.15,6250,3.0,0.4
625030m25_noise_ver_000.smo,625030m25.smo,3.75962,0.941773,3.757135,0.832723,3.929178,0.7750640000000001,4.344362,0.912256,1.759286,0.239846,3.4522922465083017,0.883991373729725,,,-2.5,0.15,6250,3.0,0.4
625030p00_noise_ver_000.smo,625030p00.smo,6.062457,1.884419,3.774345,0.757077,4.37,1.448416,10.44325,1.405289,12.564409,2.816173,3.8920848575721116,1.624640428794604,,,0.0,0.15,6250,3.0,0.4
625030p02_noise_ver_000.smo,625030p02.smo,6.676132000000001,1.660653,3.836463,0.8486360000000001,4.428639,1.304522,11.807713,1.48668,14.938424,2.04142,3.950586926253281,1.4613832078247784,,,0.2,0.15,6250,3.0,0.4
650020m05_noise_ver_000.smo,650020m05.smo,6.504029,1.6809740000000002,5.095584,1.042992,5.912337,1.614561,10.093034,1.55587,10.806909,2.280327,5.43082025728066,1.755861321751964,,,-0.5,0.15,6500,2.0,0.4
650020m10_noise_ver_000.smo,650020m10.smo,5.951302,1.538095,5.241422,1.118595,5.980356,1.411396,8.69265,1.689554,8.132563000000001,1.760455,5.498680422181572,1.534042037333364,,,-1.0,0.15,6500,2.0,0.4
650020m15_noise_ver_000.smo,650020m15.smo,5.528008,1.234456,5.439605,1.090188,5.82646,1.4606059999999998,7.0040960000000005,1.459205,4.765363,0.929525,5.345143793627923,1.5908779105986572,,,-1.5,0.15,6500,2.0,0.4
650020m20_noise_ver_000.smo,650020m20.smo,5.355164,1.1788809999999998,5.517036,1.128021,5.724895,1.322922,6.168688,1.265023,2.870457,0.416547,5.243815963930912,1.443610144739987,,,-2.0,0.15,6500,2.0,0.4
650020m25_noise_ver_000.smo,650020m25.smo,5.266964,1.16786,5.573446,1.119259,5.5121160000000025,1.158236,5.763488,1.162857,1.683472,0.166163,5.031533836474602,1.2689087473859737,,,-2.5,0.15,6500,2.0,0.4
650020p00_noise_ver_000.smo,650020p00.smo,7.311657,1.903007,4.958633,1.033478,5.9346489999999985,1.549683,12.041898,1.468171,15.026144,2.835368,5.453080155239598,1.684950940522294,,,0.0,0.15,6500,2.0,0.4
650025m05_noise_ver_000.smo,650025m05.smo,6.347616,1.668303,5.0467830000000005,1.102999,5.816737,1.569968,9.334225,1.687813,9.579512,2.051829,5.335443498367312,1.7098851369686452,,,-0.5,0.15,6500,2.5,0.4
650025m10_noise_ver_000.smo,650025m10.smo,5.7759550000000015,1.511408,5.12996,1.184432,5.9912870000000025,1.467695,8.110321,1.623264,7.163585,1.576281,5.509585896571551,1.5947862560260284,,,-1.0,0.15,6500,2.5,0.4
650025m15_noise_ver_000.smo,650025m15.smo,5.36101,1.304246,5.182592,1.184992,5.693376,1.438427,6.638362,1.507431,4.261922,0.774831,5.2123705657699295,1.5699672601499433,,,-1.5,0.15,6500,2.5,0.4
650025m20_noise_ver_000.smo,650025m20.smo,5.219759,1.247405,5.193869,1.185686,5.502202,1.29654,5.861575,1.223322,2.560648,0.354267,5.0216429872291295,1.4199833590221524,,,-2.0,0.15,6500,2.5,0.4
650025m25_noise_ver_000.smo,650025m25.smo,5.074625,1.189035,5.224455,1.206532,5.361653,1.1525530000000002,5.572996,1.188605,1.507375,0.157252,4.881422191324192,1.265961331790996,,,-2.5,0.15,6500,2.5,0.4
650025p00_noise_ver_000.smo,650025p00.smo,7.2022710000000005,1.707753,4.911886,1.096641,5.924594,1.626906,10.886502,1.607176,12.180214,2.522592,5.4430486352513805,1.7689406110104335,,,0.0,0.15,6500,2.5,0.4
650025p02_noise_ver_000.smo,650025p02.smo,7.51123,1.690044,4.955898,1.127665,6.017325,1.769698,12.410964,1.567059,15.015467999999998,2.526981,5.535563093732486,1.921301472306948,,,0.2,0.15,6500,2.5,0.4
650030m05_noise_ver_000.smo,650030m05.smo,6.043677,1.637265,4.913251,1.131081,5.695196,1.596287,8.786831,1.717011,8.559869,1.7912169999999998,5.214186315782715,1.7416988876924704,,,-0.5,0.15,6500,3.0,0.4
650030m10_noise_ver_000.smo,650030m10.smo,5.4637379999999975,1.398747,4.920491,1.184555,5.597528,1.484445,7.588392999999999,1.6852470000000002,6.4781010000000006,1.338583,5.116746385975718,1.62250359663852,,,-1.0,0.15,6500,3.0,0.4
650030m15_noise_ver_000.smo,650030m15.smo,5.098042,1.295523,4.942821,1.167061,5.40698,1.427274,6.310554,1.558973,3.950831,0.7031390000000001,4.926643345626129,1.5651881933855023,,,-1.5,0.15,6500,3.0,0.4
650030m20_noise_ver_000.smo,650030m20.smo,4.969064,1.210723,4.963174,1.174882,5.174942,1.210972,5.579978,1.163154,2.379258,0.328279,4.695147190974083,1.3343863069056654,,,-2.0,0.15,6500,3.0,0.4
650030m25_noise_ver_000.smo,650030m25.smo,4.919285,1.104285,4.9661230000000005,1.175399,5.146048,1.141734,5.184413,1.147337,1.40578,0.154885,4.666320663023852,1.2591138910441828,,,-2.5,0.15,6500,3.0,0.4
650030p00_noise_ver_000.smo,650030p00.smo,7.1386059999999985,1.7711169999999998,4.8217370000000015,1.1246,5.8115,1.769757,10.139789,1.7504990000000002,10.688322,2.5156080000000003,5.330218727588761,1.9270803136647623,,,0.0,0.15,6500,3.0,0.4
650030p02_noise_ver_000.smo,650030p02.smo,7.735452,1.726943,4.848127,1.146592,6.077793,2.029475,11.339379,1.841037,12.801726,2.714563,5.595889891410022,2.2009252139700486,,,0.2,0.15,6500,3.0,0.4
675020m05_noise_ver_000.smo,675020m05.smo,7.486511,1.6799529999999998,6.320508,1.425801,7.23885,1.798331,10.013757,1.732912,9.255447,2.018015,6.754235640088428,1.925213434969002,,,-0.5,0.15,6750,2.0,0.4
675020m10_noise_ver_000.smo,675020m10.smo,6.980736,1.600439,6.4899239999999985,1.289787,7.09408,1.625286,8.895106,1.662466,6.762967999999999,1.327679,6.609803700884607,1.7428506481949613,,,-1.0,0.15,6750,2.0,0.4
675020m15_noise_ver_000.smo,675020m15.smo,6.621051,1.418169,6.6123410000000025,1.270758,6.837864,1.495528,7.654878,1.552355,4.044943,0.640174,6.354186005678092,1.6083071593777412,,,-1.5,0.15,6750,2.0,0.4
675020m20_noise_ver_000.smo,675020m20.smo,6.390458,1.378025,6.744603,1.279635,6.808389,1.490776,7.1817470000000005,1.483475,2.39944,0.273069,6.3247798344545485,1.6037148507220755,,,-2.0,0.15,6750,2.0,0.4
675020m25_noise_ver_000.smo,675020m25.smo,6.304702,1.349418,6.7043789999999985,1.273954,6.804525,1.414538,6.793878,1.408555,1.403715,0.124808,6.320924857504327,1.5220467752223368,,,-2.5,0.15,6750,2.0,0.4
675020p00_noise_ver_000.smo,675020p00.smo,8.194846,1.75118,6.137935,1.419715,7.247585000000001,1.829546,11.527906,1.7357240000000005,12.042953,2.427708,6.762950242484957,1.958389035366868,,,0.0,0.15,6750,2.0,0.4
675020p02_noise_ver_000.smo,675020p02.smo,8.432674,1.785622,5.94431,1.279074,7.312449000000001,1.82353,12.969035,1.63032,15.434939000000002,2.75181,6.8276627748087595,1.9507874070748945,,,0.2,0.15,6750,2.0,0.4
675025m05_noise_ver_000.smo,675025m05.smo,7.4659710000000015,1.713887,6.373224,1.444728,7.1111960000000005,1.875715,9.478726,1.816315,8.052767,1.76258,6.626879732323527,2.010321254814461,,,-0.5,0.15,6750,2.5,0.4
675025m10_noise_ver_000.smo,675025m10.smo,6.98521,1.626109,6.482622,1.393703,6.968136,1.680779,8.428481,1.774388,5.945507,1.156451,6.4841537999998495,1.8044540926293453,,,-1.0,0.15,6750,2.5,0.4
675025m15_noise_ver_000.smo,675025m15.smo,6.5429010000000005,1.475881,6.577433,1.314155,6.914723,1.480431,7.443511,1.603813,3.5776410000000003,0.511142,6.430865527783964,1.5908517089042142,,,-1.5,0.15,6750,2.5,0.4
675025m20_noise_ver_000.smo,675025m20.smo,6.328655,1.424356,6.658967999999999,1.308635,6.74945,1.528634,6.887834,1.430016,2.12334,0.233526,6.265978466320722,1.6453485217799757,,,-2.0,0.15,6750,2.5,0.4
675025m25_noise_ver_000.smo,675025m25.smo,6.2401849999999985,1.396006,6.68773,1.31544,6.7711190000000006,1.432328,6.632611,1.450459,1.248459,0.132653,6.287596865786134,1.5416687827901203,,,-2.5,0.15,6750,2.5,0.4
675025p00_noise_ver_000.smo,675025p00.smo,8.353805,1.7559360000000002,6.215588,1.465932,7.275024,2.093339,10.710787,1.872916,10.395485,2.377834,6.7903251680898045,2.239556839652411,,,0.0,0.15,6750,2.5,0.4
675025p02_noise_ver_000.smo,675025p02.smo,8.829478,1.794472,6.031092,1.354733,7.345344,1.964117,11.868431,1.868229,12.545651,2.532513,6.860480959792594,2.100202478216704,,,0.2,0.15,6750,2.5,0.4
675030m05_noise_ver_000.smo,675030m05.smo,7.368326,1.7158950000000002,6.256076,1.421739,7.087455,1.908122,8.90593,1.841547,7.201873,1.500693,6.6031941713050974,2.0454546889562732,,,-0.5,0.15,6750,3.0,0.4
675030m10_noise_ver_000.smo,675030m10.smo,6.69566,1.6207280000000002,6.334215,1.387684,7.057621000000001,1.644666,8.010696000000001,1.788611,5.399602,1.029708,6.573429838403207,1.7642049433265976,,,-1.0,0.15,6750,3.0,0.4
675030m15_noise_ver_000.smo,675030m15.smo,6.3523239999999985,1.493729,6.386586,1.333628,6.6753050000000025,1.514589,7.143392,1.587683,3.277579,0.471739,6.192006606596558,1.6316073636022344,,,-1.5,0.15,6750,3.0,0.4
